,fire_name,latitude,longitude
111,FY2001-DADE-041,34.9102,-85.4287
112,,29.14,-82.33
113,,35.03680041,-95.26930239
114,WABANA POWERLINE,47.41333333,-94.49
115,FY2012-COWETA-020,33.42630321,-84.92522609999999
116,,32.378046000000005,-87.092804
117,BLUE HEAD,27.16361,-81.52334
118,8144 W US 290,30.2370808,-97.8383698
119,EIGHT MILE,37.1575,-107.0202778
120,,30.41306,-103.1489
121,OLD ELK,45.5639,-107.4868
122,,43.285295,-95.7828301
123,BALL,36.0602,-118.0965
124,WHITFIELD RD.,34.8839,-98.2039
125,,31.4636,-81.3551
126,,34.80025167,-89.65493016
127,,45.63666667,-106.0383333
128,,32.9878,-89.6958
129,,40.74611111,-75.74861111
130,NICHOLS,36.78186,-96.004014
131,MULTIPLE,33.2892,-110.4575
132,,30.11,-82.04
133,FY2000-STEWART-045,32.0988,-84.7623
134,,40.86545041,-72.93647803
135,,36.3389,-91.5364
136,,32.364782,-86.97223000000001
137,,47.68795,-117.237
138,MS0    0909-5570703012,31.025575,-90.377754
139,LASILOO,35.0623,-108.8434
140,,32.5897,-88.3636
141,2013-10464,35.150426,-101.856664
142,LAKERIDGE1,33.9848,-110.0857
143,,33.31660999,-96.06086
144,,34.1156,-81.4619
145,,31.04372295,-84.97758751
146,AGARD,46.1144,-100.6923
147,,32.8178,-81.8286
148,,34.301426,-79.426903
149,DEADHORSE-COBB SADDLE,44.93083,-120.06583
150,,34.98778,-103.2794
151,4410,45.39555556,-121.5536111
152,,31.96458,-95.10625
153,NOR-20140402-005,34.461468,-86.799757
154,LINDEN - 411,33.58500167,-95.08555556
155,,30.2006,-81.705
156,ALGAIER,33.628128000000004,-94.858296
157,BUCK LAKE,29.1325,-81.62
158,,33.37021,-98.44781
159,"""PARRA, B""               ",39.965,-122.31805559999998
160,,34.22433002,-95.58433997
161,303 BENNETT RD.,33.05,-97.514
162,,32.25719,-85.40776
163,,31.7686,-89.2439
164,,33.6767,-86.9606
165,HOLZERS,48.0443,-118.3853
166,,32.87,-84.5036
167,,33.8247,-94.5981
168,,33.70444133,-112.1760022
169,,34.1086,-79.2922
170,,33.310308,-87.777564
171,,30.62292,-94.43125
172,,35.125,-82.5203
173,WLDFR-BOYE,41.533,-96.0333
174,,29.59138997,-98.09027999
175,,42.82194189,-73.35379719
176,,33.74134,-80.32345
177,,38.2747174,-81.68021598
178,,30.76,-86.28
179,,29.50028,-83.26083
180,,31.6086,-89.8714
181,,33.9833,-78.9833
182,,31.6358,-84.0959
183,,38.43800893,-81.34133251
184,,38.00945,-77.46472
185,FY2014-CHATTOOGA-020,34.50582778,-85.44243889
186,,34.3428,-89.8114
187,FRIEBORN,33.7319444,-109.026667
188,,32.1975,-95.11972001
189,,33.5333,-79.1833
190,,36.85888889,-78.08666667
191,,32.13443684,-81.92211196
192,LONESOME,40.22861111,-120.6713889
193,FY2014-BLECKLEY-006,32.51734167,-83.2437
194,,37.52616001,-83.67308001
195,,38.22584605,-93.67895717
196,,31.6225,-90.4317
197,,33.71,-84.2811
198,,29.04056,-82.01278
199,CROOKED RD,42.9758,-108.9493
200,,46.76948,-116.345022
201,,31.6025,-87.5914
202,,44.33319999,-100.117
203,,32.92892624,-83.41705824
204,,42.68452,-97.4667
205,13-1218A,33.2110576,-99.77
206,,32.0471,-83.6526
207,,32.88971999,-79.81360999
208,SORRELLS,32.0363041,-98.4500262
209,,35.29543,-79.66157
210,SWR-20140320-005,31.415244,-86.98182800000001
211,,33.7481,-87.6419
212,,28.78694001,-81.09472998
213,,36.22212,-91.55439999
214,VICTORY,35.5728,-98.3378
215,,44.4163,-74.0025
216,,32.55891177,-83.86065995
217,,33.483334,-79.349998
218,,30.35218,-98.9208
219,FY2012-FULTON SOUTH-002,33.55983163,-84.47725968
220,FY2015-TREUTLEN-022,32.45075,-82.61933333
221,,41.85472222,-77.70888889
222,8.52014E+12,31.55336502,-90.38181672
223,,39.36265359,-93.44782284
224,STARTING A LITTLE EARLY,34.95,-79.55
225,LEYBA,35.5773,-106.3884
226,,32.44944,-95.28609
227,INDIAN CREEK,37.73305556,-91.075
228,,36.7539,-84.7225
229,LITTLE KID,43.3214,-101.0335
230,BURLINGTON ROAD (39),30.3595,-84.8169
231,,44.52463094,-88.99604272
232,WEST HUNGRYLAND (43),27.0042,-80.3196
233,,42.65472566,-77.7045713
234,UNIT6-04-1,29.94,-93.66566
235,GRASS FIRE 185 FCR 820,31.56061498,-96.29158335
236,GREEN MOUNTAIN,47.95055556,-115.6347222
237,LUCKY2,34.197,-103.532
238,,34.9817,-79.295
239,,35.9228,-95.0381
240,FRENCHMAN,46.32555556,-115.5211111
241,1448 LIBERTY CHURCH RD.,36.0107,-80.650283
242,BELLFOUNTIAN LIGHTING,44.52476,-123.32556
243,FY2003-PICKENS-022,34.47177707,-84.59156750000001
244,,35.89480001,-94.69501001
245,REFINERY,47.9739,-101.8572
246,,27.52,-81.88
247,,34.0047,-94.5047
248,,28.89555998,-97.22999998
249,CAMP BRANCH,37.87450077,-82.18528731
250,,18.085781,-66.990143
251,,30.54395234,-88.4540867
252,MS0    0909-5570305006,31.171103,-90.388669
253,,36.39874,-80.0059
254,14-0005139 DICK ELLIOTT GRASS FIRE,30.823796,-96.380568
255,,34.30833333,-111.9583333
256,CANNON 2,48.84519561,-96.59908638
257,NO LYNNDYL,39.6028,-112.32612
258,,34.16972836,-84.68370595
259,TH1309,47.9917,-98.9087
260,,33.4147,-80.0928
261,BANNING LANE,35.34527778,-82.63527778
262,YATSATTIE,34.8834,-109.034
263,,21.4486752,-158.0296021
264,ROSSER RANCH RANDY SAYLOR,32.98789983,-98.63562799
265,,30.65760469,-88.92569585
266,MARSHMELLO,43.255,-100.8376
267,,36.568867,-119.481683
268,,34.0804861,-83.86163681
269,212DAYSCHL,45.0917,-100.4587
270,,30.59435,-97.7886
271,,33.6553,-79.8192
272,,46.347297,-94.317311
273,,18.248112,-67.01244399999999
274,VALLEY 2,33.50411,-116.3795
275,,35.7217,-83.5533
276,,31.359876,-89.39684914
277,,45.28217824,-88.82622296
278,,34.775,-88.4511
279,,31.10221999,-93.93528001
280,,32.1151,-81.7517
281,,36.92028,-83.96651
282,KEYSTONE,37.838889,-120.50748
283,,33.75,-80.2
284,,34.11264952,-88.55461438
285,,31.86916999,-94.40139002
286,LONG  CYN.,33.7556,-109.6509
287,,32.1567,-95.54642
288,,37.17117,-93.16324
289,OR11,42.1167,-96.367
290,BLUEBELLSP,39.4555,-109.9757
291,COWHOUSE ISLAND 1,31.0201,-82.23888889
292,,33.75914165,-85.14282755
293,WOLF 1,46.81194444,-115.34416670000002
294,,31.6067,-89.965
295,CUMPIAN GRASS FIRE #1,28.84314273,-98.72458693
296,,33.16215,-94.94499
297,ELIZABETH STREET,39.28266823,-80.58605765
298,,33.559897,-86.926153
299,,32.76585201,-84.0409446
300,,30.58161,-88.28403
301,GRASS FIRE,33.535242,-96.2883
302,LAKE                     ,32.85305555,-116.885
303,,33.0586,-84.3617
304,,34.8217,-77.3583
305,,36.88201001,-83.87012999
306,,43.24158503,-73.398691
307,,31.75838998,-95.53345001
308,FREEWAY 2,39.951177,-122.200397
309,AVE 25  / RD 11          ,37.11305555,-120.3469444
310,,29.1,-81.15
311,,34.9197,-88.3239
312,WENDY,35.92829376,-119.3128859
313,CREW CAB,46.1525,-100.6915
314,,34.73229999,-95.29599771
315,,34.82717,-95.255
316,HWY 77A,29.320529,-97.141457
317,BITTER,35.675633000000005,-120.347045
318,ELK TRACE,37.7073881,-81.73046153
319,FY2002-FLOYD-087,34.4816,-85.1115
320,,33.11641583,-83.40968181
321,,38.3936,-82.8272
322,HARLOW SPRINGS,45.87667,-117.605
323,FIGHTER,48.8525,-99.685
324,,32.1841,-83.3691
325,COLSTON,31.8417217,-95.0212296
326,,33.675,-79.225
327,,31.39087999,-93.90881998
328,,30.524226,-87.522374
329,,37.39291,-82.70699
330,FY2000-COOK-072,31.1042,-83.4365
331,,35.0383,-80.555
332,,48.55069065,-96.49491161
333,LEFT FORK MILL CREEK,38.10122629,-82.52840463
334,,36.31825,-83.74987
335,JEAN FIRE,33.31781504,-98.5987667
336,,37.7697,-83.6672
337,,32.70020924,-83.66788463
338,HONDO,35.6845,-106.5517
339,JA RANCH - HALLS CREEK FIRE,34.825534999999995,-101.027527
340,WINCHESTER - REKINDLE 2,31.957697,-97.94363
341,"1947 RAGLAND GULLY RD, AL",32.9559005,-87.2862652
342,,33.0331,-86.7289
343,,34.93982412,-88.70155732
344,LEFT HAND,33.77555556,-108.8855556
345,,27.48,-81.3
346,XMASBEAR1,26.24378,-81.17459000000001
347,,31.7893,-81.6331
348,,30.23542,-94.31042002
349,MANDER,43.2319,-102.5316
350,,33.60833333,-79.85833333
351,,32.73962,-93.95191
352,INC. 705,46.07944444,-117.4258333
353,SPORTS PARK,30.18590914,-98.07688903
354,,28.3,-81.67
355,,33.145447999999995,-86.70158
356,,29.460590000000003,-98.03959
357,UPS FIRE,35.6995,-80.25333333
358,NORTHSIDE MM-46,26.1748,-80.8037
359,,31.49792,-94.11875
360,,46.49912396,-87.45859711
361,FY2016-HOUSTON-003,32.37227778,-83.84344444
362,,37.37890002,-83.44139997
363,,40.90420022,-72.6212281
364,,34.6242,-92.3533
365,,29.8,-83.34
366,,47.86282456,-94.78310872
367,GRAPE,36.0,-81.35
368,1603 17 MILE FIRE,42.9808,-108.4483
369,,31.1505289,-91.04434619
370,,29.43,-82.66
371,SOUTHSIDE,47.9833,-98.9369
372,,34.6536,-88.4886
373,WEBBER,42.59845,-96.59732
374,,32.37180688,-109.6627996
375,3804 SMITH RD,33.375966,-94.0749083
376,10442,34.29633334,-95.40200001
377,SENECA FIRE,38.86861111,-79.36194444
378,THOMPSON,35.90638889,-106.6447222
379,,32.52252,-81.1693
380,,31.68958001,-95.62292001
381,6962 FM1692 NORTH,31.4205505,-100.3253369
382,SHEEP PASTURE ROAD FIRE,35.12,-77.83833333
383,,30.085420000000003,-97.29375
384,TOWN HILL,37.10551834,-82.8234024
385,9N CORN,42.2017,-96.5558
386,HAY BALE FIRE,33.384153000000005,-96.092262
387,MEADOW                   ,38.44611111,-120.7330556
388,,43.24996,-86.21559
389,FY2014-WALKER-051,34.67888889,-85.30972222
390,,31.36263391,-82.89835757
391,SESSOM,30.93109,-100.535545
392,,30.6553,-87.64
393,,31.998438,-87.323307
394,ROADSIDE                 ,37.32388888,-120.55
395,,31.1773011,-88.51974019
396,SHAWN,48.8655,-99.8528
397,,31.28722247,-89.46659843
398,GRASS/WOODS HANNER RD,31.437346999999995,-94.804238
399,,44.83029129999999,-88.05570118
400,,41.40636,-102.966
401,SQUAWCREEK,41.2352,-116.7362
402,,33.73007,-88.23666
403,,33.5122,-89.8317
404,,37.4492,-84.5664
405,,32.67292,-95.01875
406,,35.595,-81.5583
407,10316,34.41000001,-95.91016668
408,,33.086456,-80.313683
409,,32.60208,-94.08125
410,,32.955,-81.9297
411,,31.1489,-90.3086
412,,37.41014998,-83.95702998
413,NER-20150920-003,33.180876,-85.48948399999999
414,,33.3444,-90.4514
415,,31.6581,-92.0675
416,,30.4119,-88.4478
417,MS0    1010-5151026005,31.996263,-90.324272
418,,32.9903,-90.0897
419,ROLLF,39.936181,-122.09345
420,,34.9613,-84.324
421,FLAT TOP,35.7239,-94.5942
422,,33.5875,-81.6375
423,,34.5844,-85.2578
424,GABLE FIRE,34.8,-102.24
425,,34.72191,-92.44093
426,,30.10221999,-101.1058
427,,31.5161,-84.6975
428,,47.43382649,-92.9445417
429,,31.16457938,-89.31435082
430,,35.31251303,-112.1896473
431,HORSETHIEF,46.4764,-108.6832
432,FM 368 & HWY 25,33.686855,-98.74498
433,,42.9155723,-71.06653879999999
434,NER-20151126-003,33.218453000000004,-86.302327
435,,28.96,-81.14
436,ROADSIDE #109            ,37.265,-120.18805559999998
437,STUMP FIRE,35.3333,-77.5333
438,,35.3567,-85.5367
439,COON CREEK FIRE,37.10174179,-83.29543304
440,,42.35957122,-74.0207546
441,OAK,38.886764,-123.16392
442,PRESTON                  ,37.95,-120.4211111
443,,33.667759999999994,-97.00825
444,TH1714,47.9825,-99.0073
445,ADA STROUD RD FIRE,35.36848333,-77.94196666
446,,37.4961,-83.3867
447,EIDSNESS,48.198,-98.428
448,,31.6865,-81.7947
449,,34.9783,-78.9183
450,,43.09385093,-108.38107240000002
451,,41.10777093,-74.06471522
452,MS0    1010-6540308003,34.194336,-89.932994
453,"""BAKER, K.""              ",40.12194444,-122.5838889
454,,31.06063,-98.36158001
455,SWEENEY,37.21778,-87.73299
456,,33.325,-79.4875
457,GB2 FIRE,29.9604,-93.665
458,,31.45626247,-82.52083459999999
459,SWR-20141213-004,31.078536,-88.031317
460,,18.360287,-67.23719
461,140000297,32.526862,-94.596785
462,WARD ROAD,46.38,-120.337
463,STANLEY,32.7566986,-108.0360031
464,96,47.9783,-99.0225
465,,32.7125,-80.3542
466,,31.533,-84.1159
467,,39.29277999,-75.23615001
468,,36.4517,-83.0183
469,,30.72657,-90.78133
470,CADE,41.81416667,-123.35833329999998
471,,34.4644,-85.3808
472,,32.7625,-89.8994
473,,30.69583116,-89.66407181
474,SHEEP,34.33805556,-117.7088889
475,FM 730 4-15-11,33.323732,-97.561696
476,,31.67722,-94.51861
477,,33.5833,-80.3667
478,,32.9263,-96.15948
479,,31.515,-81.3746
480,,33.37665999,-98.77128999
481,13-0000357,32.473656,-94.586494
482,THUMB,35.06555556,-112.0052778
483,,17.989458,-66.518951
484,,31.111340500000004,-89.59378043
485,,28.65,-81.52
486,HOPE RD FIRE,34.383334999999995,-80.966667
487,GW1BLKFOOT,48.6667,-112.4176
488,,31.99226755,-83.44929961
489,FY2011-UPSON-070,32.84417763,-84.40365152
490,,33.57438001,-91.66145997
491,,32.6639,-82.5606
492,,33.15833333,-80.12083333
493,,35.0374,-81.37038000000001
494,ZURFLUH GRASS FIRE,44.69583,-122.72389
495,,34.268829,-80.796585
496,,42.120559,-77.92195699999999
497,,34.1075,-85.6925
498,,36.00011999,-79.25434999
499,WINDY,30.06666667,-84.61666667
500,BEN LILLY,32.88416667,-108.21833329999998
501,FY2011-GLYNN-044,31.27108084,-81.46903512
502,,29.16778,-82.58111
503,CR 1816,31.86336485,-97.38262044
504,FY2012-STEPHENS-013,34.51570968,-83.35523917
505,BOULDER DRIVE,45.66111111,-120.9672222
506,,34.26686,-85.74785200000001
507,,33.798132,-87.29437
508,MM 141,40.62478,-118.22181
509,SURVEY,44.29277778,-111.2758333
510,,33.08247,-85.86102
511,,40.57239532,-101.9798584
512,,32.6807,-81.6465
513,,30.726895000000003,-88.352533
514,,30.30944,-82.14166
515,,39.65792885,-107.042258
516,,31.121967,-88.23605400000001
517,,35.44,-79.55666
518,,30.91875,-93.61875
519,,38.73519239,-81.56167083
520,,33.23,-90.1247
521,,18.054182,-66.965096
522,,29.83667,-85.20165997
523,,30.68542,-95.52708
524,,33.009374,-85.826621
525,DOOLEN'S RIDGE,35.0192,-96.6255
526,,30.65509,-87.65701
527,,30.12,-81.79
528,109,38.79,-95.83
529,NWR-20120305-001,33.264126,-87.72513000000001
530,,32.7031,-86.1369
531,BROKEN AXLE FIRE,34.98655,-77.31756667
532,,32.369469,-85.858073
533,BELMONT                  ,36.75,-119.52
534,I-5 MP 58,42.4625,-123.31694
535,BENNY'S BEST,35.835,-82.605
536,,41.49352744,-74.01831461
537,,32.4592,-87.7714
538,RL007,47.8686,-95.0864
539,121675-05161-03152015-1400,38.7425,-93.93444444
540,,27.4792,-80.7525
541,,28.84,-81.11
542,JOHN VANN,35.7242,-94.5592
543,EGGERS,44.345,-115.7677778
544,,36.50423471,-93.73689153
545,FY2015-BALDWIN-004,33.03691667,-83.31219444
546,,46.350745,-94.185656
547,VOLT CIRCLE,35.74901666,-81.03288333
548,,34.2471,-93.54496
549,OLD 70,34.825,-76.87333333
550,,30.690890000000003,-98.25466
551,,31.81618022,-81.23983704
552,RIVER,26.49373,-98.8915
553,,34.3445,-85.462
554,GRASS 2012-9,33.845559,-102.599688
555,,31.6769881,-89.8169897
556,0412111 GRASS FIRE,32.3038501,-95.7708786
557,,31.5,-92.35
558,FY2002-BROOKS-057,30.6758,-83.6773
559,,46.35642,-122.65975
560,,32.85221997,-94.60610999
561,,32.0128,-83.6124
562,PG&E #30                 ,37.03111111,-119.4288889
563,,30.626990000000003,-92.91934
564,CEDAR GAP,36.27722222,-82.135
565,,32.62693511,-89.99720688
566,LIVINGSTON - 226,31.18938333,-95.61306667
567,,29.246440000000003,-99.74059
568,,30.60932,-93.44058
569,,34.25915,-79.03584000000001
570,,34.5833,-83.1333
571,,48.50056,-117.27019
572,,33.65,-79.8
573,,36.40417001,-79.03412001
574,,32.51746278,-83.65395442
575,,33.525,-79.325
576,,32.08419,-85.112963
577,DOUGHERTY RD / BOLLINGER,37.749576,-121.91901
578,900 CR 147,31.72820457,-99.12827299
579,,34.161987,-87.31201
580,GILBERT WOODS,29.99778,-94.36723002
581,,43.72460001,-89.19803116
582,,41.81875574,-74.41334666
583,,41.32919221,-74.18803879999999
584,,31.046640000000004,-87.86092
585,,34.46472,-82.59054997
586,RANCHO SAN CARLOS #2     ,36.45388888,-121.8111111
587,,41.89322313,-74.11896046
588,"CANTON AND 25TH, S.",26.273849600000005,-98.1519837
589,OTA 14,43.14277,-116.07345
590,,37.0197,-85.2303
591,,34.6317,-79.2783
592,,35.265,-88.19434
593,,18.332642,-67.018456
594,,30.95962029,-84.00438554
595,,31.92045542,-110.96774840000002
596,,32.61886002,-95.16983
597,NAVAJO 1,35.25564,-109.02519
598,MS0    0808-4550210010,30.716628000000004,-89.456707
599,44,39.15,-95.1
600,LEANDRO,36.89429998,-105.1728
601,TERRY VAUGHN,31.99,-95.72
602,,37.0502316,-90.28719179
603,SECO,36.23638889,-121.4586111
604,CROCKER 2,35.4125,-119.7908
605,,30.8883,-87.7764
606,,34.51807952,-88.48278853
607,,33.4356,-81.7403
608,BAR,39.49527778,-121.12583329999998
609,,34.0,-82.1167
610,WC 3-04-1,29.86305556,-93.45638889
611,SHELLEY LANE FIRE,29.82860999,-97.89777998
612,,44.760028000000005,-68.827528
613,,34.35624487,-89.74125852
614,CAL-PAC 17,41.0332,-123.6512
615,,18.118147,-67.01245899999999
616,,34.6354,-83.7002
617,,32.1972,-91.7411
618,,35.3117,-82.6183
619,,32.6306,-80.7819
620,,40.82240154,-72.975659
621,5.92014E+12,30.6826327,-88.57432712
622,,39.3375,-75.06667
623,,34.275,-80.3208
624,RL385,47.9733,-95.2519
625,FY2014-LAMAR-007,33.12555833,-84.19145
626,1019,39.29333,-88.368889
627,DAILY,47.25583,-107.15017
628,,27.04,-82.25
629,ESCAPE08,41.83333333,-121.5
630,LIMPY,45.5275,-106.9812
631,,35.39111,-82.39988000000001
632,CARVER CEMETERY,38.4443,-83.2043
633,WILLOW CREEK,46.6617,-108.5317
634,,33.4354,-83.3383
635,,44.0,-70.25
636,FOURMILE,41.6908,-116.4258
637,PRESTON GIVENS,33.572763,-100.844193
638,,42.489253000000005,-95.668652
639,,31.94375,-95.34375
640,WILSON,47.34027778,-114.74666670000002
641,MILE MARKER FIVE 5,39.44166667,-82.28555556
642,OLD HWY 27,36.86638889,-84.49083333
643,,33.63432,-81.31126
644,FY2002-DOOLY-024,32.2014,-83.7933
645,,37.42258267,-113.96494579999998
646,CHRISTOPHER,34.2722222,-111.035556
647,PGE #2,36.05823,-119.49154
648,CON6029750,35.3947,-92.8079
649,,34.48,-80.04195001
650,,44.72620002,-97.82559997
651,,44.518133,-92.387214
652,SANDER'S,36.80138889,-84.23555556
653,LEVEE RD,32.7809,-114.6902
654,KENSINGTON,39.83333333,-98.83333333
655,,31.2408,-81.4975
656,,30.22291999,-94.89375001
657,,34.3806703,-85.34245250000001
658,SIERRA PACIFIC           ,40.20805555,-121.715
659,,32.2994,-92.4753
660,BN#3,43.0333,-106.6673
661,,31.28657477,-89.76181109999999
662,CIG,31.9167,-111.849
663,,33.75833333,-79.57916667
664,010-244,32.364303,-97.077942
665,,43.175,-103.975
666,,32.043240000000004,-99.13592
667,RICHARD DAVIS,30.9615104,-95.7084476
668,FY2002-TAYLOR-040,32.4415,-84.1977
669,3 MILE CREEK,38.43375043,-82.33221452
670,HELPMEJACK LAKES,66.9106,-153.675
671,,34.64395,-92.18399
672,,34.83369773,-95.2785036
673,,33.95833333,-79.27916667
674,MARIN                    ,34.245,-117.4261111
675,,30.34563998,-96.75862998
676,BOULDER,45.18722222,-116.3205556
677,COOKIE  (4060),31.800294,-99.092984
678,,32.77818998,-100.2011
679,,35.4711,-85.68733
680,,34.380043,-87.995841
681,,31.61240024,-83.50568558
682,,34.3267,-83.1049
683,,32.8178,-81.7269
684,WEITAS,46.57666667,-115.4566667
685,RUSH FK.,39.43448578,-80.97662087
686,,31.95005069,-84.1461696
687,,35.8917,-85.2233
688,CASITAS,34.41611111,-119.3708333
689,,32.40786002,-99.88602997
690,,32.02687,-98.4641
691,,34.51667001,-82.15
692,,32.44594154,-84.29939461
693,GRASS FIRE,32.461069,-95.2172255
694,,17.993565,-66.386131
695,,33.92163022,-89.94962868
696,,35.80004,-81.50822
697,SHOE,42.8848,-116.10859
698,88,47.9669,-98.8708
699,,30.34521465,-89.78406509
700,#9,34.8366667,-92.7663889
701,,32.965357,-86.3111
702,,31.89609189,-111.3955268
703,SCOTLAND FIRE,33.67008533,-98.46686504
704,,34.5155,-83.9707
705,,34.6303,-88.4333
706,SLU-2359                 ,35.03111111,-120.48
707,,30.8041322,-92.91886425
708,,40.60509109,-98.47724152
709,HAUSER,43.4205101,-97.99821854
710,,34.30303308,-88.96634433
711,OTA 127,43.2533,-116.1603
712,208,47.9856,-98.8442
713,MULLET CREEK,43.773611,-88.49194399999999
714,BALLI,26.13027778,-98.15666667
715,21007,37.35,-94.83
716,,31.4781,-89.6931
717,SAIN 13485,35.3074,-89.178883
718,OVERMAN ROAD FIRE,35.3167,-78.1
719,,33.541909999999994,-93.05589
720,MAJOR,37.40546,-112.53109
721,SHIPROCK 1,36.7875,-108.6911
722,DOYLE,39.9932,-119.9877
723,ROLLING GREEN,36.2667,-79.7833
724,I/20,32.367783,-99.221649
725,52,39.01,-95.44
726,,32.70327,-92.62157
727,VALLEY                   ,36.18888888,-119.01805559999998
728,,30.555,-90.6261
729,,43.28220785,-75.82579016
730,PHOEBE ISLAND,47.855,-91.00777778
731,,33.1144,-87.4314
732,,36.9025,-84.9647
733,,34.503787,-118.616166
734,ARLENE,31.33888889,-110.54583329999998
735,154,47.9047,-98.7833
736,,32.43016878,-84.09603489
737,,43.80885178,-89.1704249
738,,32.19166667,-81.02916667
739,CALISTA,36.5191,-86.6682
740,,32.65326185,-83.43546837
741,,34.3917,-78.9117
742,WELL,45.0797,-105.0692
743,,32.875,-79.975
744,57,45.9916,-89.8529
745,,43.31068615,-76.42438889
746,,26.89,-81.97
747,,31.8414,-83.7138
748,,34.67909999,-95.50848002
749,,32.43542,-95.12292
750,CRANE CREEK #2,37.26459122,-83.72733307
751,FENCEMAKER,40.0649,-117.8626
752,,32.1324,-82.3774
753,,33.4056,-80.3267
754,,31.03385262,-82.01954533
755,493,26.41166667,-98.92027778
756,,32.5783,-82.7228
757,,27.0068,-99.09993
758,,31.22971274,-91.12289395
759,CLEAR CUT,27.77333,-81.44639000000001
760,BEAR,36.726064,-119.376208
761,FY2000-POLK-105,34.0531,-85.2719
762,US87N,30.811873,-99.262311
763,,48.465,-114.015
764,RIVER 2                  ,37.355,-118.3411111
765,,29.93363,-97.03796
766,PG&E # 11                ,38.2,-120.80694440000002
767,DOG FIRE,35.3983,-79.8117
768,,46.979232,-95.373248
769,LICK CREEK,35.367933,-84.39156
770,,30.78961134,-83.47470829
771,SIDE OF ROAD,31.9878665,-94.7669518
772,,41.87133408,-103.4590988
