index,Longitude,Latitude,County,State_code,State_name
376,-81.95444001,34.46416998,Laurens,SC,South Carolina
377,-82.54833,29.32611,Levy,FL,Florida
378,-97.98757553,43.82040886,Davison,SD,South Dakota
379,-96.33284281,48.37876329,Marshall,MN,Minnesota
380,-90.77571,30.79052,St. Helena,LA,Louisiana
381,-98.99644,28.89412,Frio,TX,Texas
382,-72.4542676,42.0327573,Tolland,CT,Connecticut
383,-88.4608,30.9836,George,MS,Mississippi
384,-81.8,30.5,Nassau,FL,Florida
385,-97.11285,42.64098,Cedar,NE,Nebraska
386,-84.9931,32.2617,Russell,AL,Alabama
387,-78.8333,37.3333,Appomattox,VA,Virginia
388,-91.77,37.96,Phelps,MO,Missouri
389,-101.0713,35.53757,Gray,TX,Texas
390,-92.22494,31.54472,LaSalle,LA,Louisiana
391,-77.6667,35.3,Lenoir,NC,North Carolina
392,-93.75625,30.95625,Newton,TX,Texas
393,-88.508569,30.549811,Jackson,MS,Mississippi
394,-79.06799,35.85633,Chatham,NC,North Carolina
395,-96.374645,31.983802,Navarro,TX,Texas
396,-96.288128,31.602409,Freestone,TX,Texas
397,-85.7892,32.5303,Macon,AL,Alabama
398,-97.15959,31.56523999,McLennan,TX,Texas
399,-106.9391025,44.76128004,Sheridan,WY,Wyoming
400,-117.0432,42.8449,Malheur,OR,Oregon
401,-89.860746,31.962648,Simpson,MS,Mississippi
402,-95.08957998,33.46040998,Red River,TX,Texas
403,-94.89667,30.85,Polk,TX,Texas
404,-95.69360998,32.11054997,Henderson,TX,Texas
405,-102.4387512,42.61210632,Sheridan,NE,Nebraska
406,-107.3291667,37.34277778,Archuleta,CO,Colorado
407,-75.42,38.75,Sussex,DE,Delaware
408,-90.78055728,30.71073471,St. Helena,LA,Louisiana
409,-91.41999999,36.13666001,Sharp,AR,Arkansas
410,-93.8,38.85,Johnson,MO,Missouri
411,-94.40625,32.42708,Harrison,TX,Texas
412,-83.9306,34.1556,Hall,GA,Georgia
413,-121.5619444,41.10611111,Shasta,CA,California
414,-84.9274357,30.94185642,Seminole,GA,Georgia
415,-94.84999999,32.56666999,Gregg,TX,Texas
416,-88.793104,30.536777,Jackson,MS,Mississippi
417,-115.1875,46.7175,Clearwater,ID,Idaho
418,-92.21371,31.71236,LaSalle,LA,Louisiana
419,-82.6,35.8833,Madison,NC,North Carolina
420,-79.02846,34.6525,Robeson,NC,North Carolina
421,-86.0539,33.4044,Talladega,AL,Alabama
422,-82.6833,35.1333,Transylvania,NC,North Carolina
423,-92.51015,39.74508,Macon,MO,Missouri
424,-82.24333,28.73333,Citrus,FL,Florida
425,-89.915,32.0633,Rankin,MS,Mississippi
426,-88.3686,30.4361,Mobile,AL,Alabama
427,-82.6860414,33.29265848,Warren,GA,Georgia
428,-74.982933,41.583713,Sullivan,NY,New York
429,-96.324027,30.590877,Brazos,TX,Texas
430,-80.39528,25.50528,Miami-Dade,FL,Florida
431,-83.44175924,32.32117665,Pulaski,GA,Georgia
432,-88.300891,30.610892,Mobile,AL,Alabama
433,-92.96178,35.13637,Conway,AR,Arkansas
434,-94.06042001,32.77290998,Marion,TX,Texas
435,-94.880333,33.187272,Titus,TX,Texas
436,-96.408,36.4197,Osage,OK,Oklahoma
437,-85.6,30.17,Bay,FL,Florida
438,-88.855,36.045,Gibson,TN,Tennessee
439,-94.98125,32.33125002,Rusk,TX,Texas
440,-89.563431,32.571749,Scott,MS,Mississippi
441,-84.7283,35.4283,McMinn,TN,Tennessee
442,-89.2264,31.6333,Jones,MS,Mississippi
443,-81.615,31.5322,McIntosh,GA,Georgia
444,-92.1503,32.0075,Caldwell,LA,Louisiana
445,-80.50221999,25.52806,Miami-Dade,FL,Florida
446,-89.521664,33.271415,Attala,MS,Mississippi
447,-93.92265471,37.52836642,Dade,MO,Missouri
448,-80.6,36.1333,Yadkin,NC,North Carolina
449,-90.6,38.72,St. Charles,MO,Missouri
450,-96.7769,43.3641,Lincoln,SD,South Dakota
451,-117.1311111,33.34388888,San Diego,CA,California
452,-80.48332999,27.63332999,Indian River,FL,Florida
453,-98.91721,29.20399,Medina,TX,Texas
454,-98.1107,43.1133,Charles Mix,SD,South Dakota
455,-96.469,32.02102,Navarro,TX,Texas
456,-74.97090811,42.23123643,Delaware,NY,New York
457,-93.0528,34.6186,Garland,AR,Arkansas
458,-85.64083333,33.65,Calhoun,AL,Alabama
459,-121.394722,39.261389,Yuba,CA,California
460,-94.0006,33.2833,Miller,AR,Arkansas
461,-86.42169,33.4807,Shelby,AL,Alabama
462,-75.39,38.82,Sussex,DE,Delaware
463,-74.95,40.6227,Hunterdon,NJ,New Jersey
464,-93.59424213,32.94224863,Bossier,LA,Louisiana
465,-92.9906,32.4906,Bienville,LA,Louisiana
466,-70.66409001,43.69580002,York,ME,Maine
467,-158.0237732,21.4003906,Honolulu,HI,Hawaii
468,-74.42655,43.568999,Hamilton,NY,New York
469,-98.5729,29.02185,Atascosa,TX,Texas
470,-85.3309141,33.78617702,Haralson,GA,Georgia
471,-82.7667,35.7667,Madison,NC,North Carolina
472,-85.6883,32.8217,Tallapoosa,AL,Alabama
473,-81.57332998,29.76027999,Putnam,FL,Florida
474,-84.14588762,31.98853667,Sumter,GA,Georgia
475,-76.1326,43.2855,Oswego,NY,New York
476,-95.46217,34.985,Latimer,OK,Oklahoma
477,-95.8974443,30.4971422,Grimes,TX,Texas
478,-74.382,40.5396,Middlesex,NJ,New Jersey
479,-83.0194,37.8478,Magoffin,KY,Kentucky
480,-82.3667,35.3,Henderson,NC,North Carolina
481,-81.4033,37.2722,Tazewell,VA,Virginia
482,-78.9,34.3833,Columbus,NC,North Carolina
483,-91.8606,32.4583,Richland,LA,Louisiana
484,-75.66279,42.174213,Broome,NY,New York
485,-98.73394,34.06238,Wichita,TX,Texas
486,-83.67878,37.54249001,Lee,KY,Kentucky
487,-94.3256,33.6722,Little River,AR,Arkansas
488,-103.6133,44.47065997,Lawrence,SD,South Dakota
489,-84.75000002,35.94999999,Cumberland,TN,Tennessee
490,-78.75,34.5833,Bladen,NC,North Carolina
491,-87.766274,34.30337,Marion,AL,Alabama
492,-80.33,27.04,Martin,FL,Florida
493,-87.6908,30.6842,Baldwin,AL,Alabama
494,-96.46030559,30.64239259,Brazos,TX,Texas
495,-81.62,26.52,Lee,FL,Florida
496,-99.10904,32.75845997,Shackelford,TX,Texas
497,-102.598216,37.07249917,Baca,CO,Colorado
498,-84.7567,34.1214,Bartow,GA,Georgia
499,-71.2771151,43.8569255,Carroll,NH,New Hampshire
500,-122.0186111,44.89638889,Clackamas,OR,Oregon
501,-96.4006647,32.6471448,Kaufman,TX,Texas
502,-89.926268,31.609578,Jefferson Davis,MS,Mississippi
503,-118.1637,48.8179,Stevens,WA,Washington
504,-88.1217,35.7883,Decatur,TN,Tennessee
505,-88.8608,32.0839,Clarke,MS,Mississippi
506,-78.62,38.08,Albemarle,VA,Virginia
507,-119.68,37.19305555,Madera,CA,California
508,-89.5078,31.2211,Lamar,MS,Mississippi
509,-77.6317,35.2017,Lenoir,NC,North Carolina
510,-92.2436,34.1183,Grant,AR,Arkansas
511,-72.400553,42.7874039,Cheshire,NH,New Hampshire
512,-94.57471998,32.92138998,Cass,TX,Texas
513,-83.4869,32.7156,Twiggs,GA,Georgia
514,-95.0777356,30.3479026,Liberty,TX,Texas
515,-92.8942,34.4533,Hot Spring,AR,Arkansas
516,-98.891437,26.380259,Starr,TX,Texas
517,-88.659034,34.068289,Monroe,MS,Mississippi
518,-95.23153,30.77841999,San Jacinto,TX,Texas
519,-119.6369444,36.61305555,Fresno,CA,California
520,-94.04096998,35.49569998,Franklin,AR,Arkansas
