index,Longitude,Latitude,County
70,-94.596785,32.526862,Harrison
71,-75.23615001,39.29277999,Cumberland
72,-85.3808,34.4644,Chattooga
73,-94.51861,31.67722,Nacogdoches
74,-81.37038,35.0374,York
75,-77.921957,42.120559,Allegany
76,-82.58111,29.16778,Levy
77,-101.9798584,40.57239532,Chase
78,-81.56167083,38.73519239,Jackson
79,-85.20165997,29.83667,Gulf
80,-81.79,30.12,Clay
81,-94.185656,46.350745,Crow Wing
82,-92.91934,30.62699,Allen
83,-83.65395442,32.51746278,Houston
84,-74.1880388,41.32919221,Orange
85,-82.59054997,34.46472,Anderson
86,-88.19434,35.265,Hardin
87,-95.72,31.99,Anderson
88,-81.7403,33.4356,Aiken
89,-75.06667,39.3375,Cumberland
90,-121.5,41.83333333,Siskiyou
91,-95.668652,42.489253,Ida
92,-94.89375001,30.22291999,Liberty
93,-85.3424525,34.3806703,Chattooga
94,-97.077942,32.364303,Ellis
95,-84.1461696,31.95005069,Sumter
96,-85.2233,35.8917,Cumberland
97,-82.15,34.51667001,Laurens
98,-88.491944,43.773611,Fond du Lac
99,-89.6931,31.4781,Jefferson Davis
100,-78.1,35.3167,Wayne
101,-75.82579016,43.28220785,Oneida
102,-83.43546837,32.65326185,Twiggs
103,-95.50848002,34.67909999,Pushmataha
104,-83.47470829,30.78961134,Brooks
105,-77.61052715,43.17635235,Monroe
106,-80.85858,32.64636,Beaufort
107,-106.6536,36.91305999,Rio Arriba
108,-82.15267879,38.20960809,Lincoln
109,-89.854401,31.544552,Jefferson Davis
110,-85.2867,33.6075,Carroll
111,-89.1447,33.4533,Choctaw
112,-81.06,27.29,Highlands
113,-87.27999997,35.26833,Lawrence
114,-103.5337982,35.17860031,Quay
115,-94.75749998,35.49832998,Sequoyah
116,-82.98410406,30.76282794,Echols
117,-83.5678,37.4717,Owsley
118,-96.325722,32.589068,Kaufman
119,-118.8518,48.7929,Okanogan
120,-116.5980556,32.70388888,San Diego
121,-85.2275,33.7958,Haralson
122,-92.33333,36.35,Baxter
123,-92.5306,35.4256,Conway
124,-77.43763,39.56942,Frederick
125,-95.4822,35.5367,McIntosh
126,-93.71452998,35.12023,Logan
127,-119.4211111,36.34194444,Tulare
128,-85.38746397,34.13816557,Floyd
129,-83.93603056,31.72604654,Worth
130,-88.44647,45.25945,Oconto
131,-94.78916997,32.66388999,Upshur
132,-81.97,30.73,Nassau
133,-91.47143655,37.63044404,Dent
134,-89.1689,30.385,Harrison
135,-93.4056,33.0575,Columbia
136,-103.5403061,41.93165588,Scotts Bluff
137,-92.85088124,34.31533276,Hot Spring
138,-84.9881,30.6572,Jackson
139,-97.23528331,32.23250078,Hill
140,-81.98895,33.78497,Edgefield
141,-93.6608,30.43189,Beauregard
142,-81.43669175,31.85432035,Liberty
143,-88.4494,30.3981,Jackson
144,-95.36245,35.28997,Haskell
145,-92.21872,31.8657,LaSalle
146,-122.80464,47.0016,Thurston
147,-94.06016,45.62524,Benton
148,-73.9709,42.7868,Schenectady
149,-77.58073,34.84625,Onslow
150,-82.35635001,34.15880998,Abbeville
151,-95.22694,33.32721999,Franklin
152,-83.733398,36.899281,Knox
153,-81.63404998,34.27909,Newberry
154,-117.287512,33.828106,Riverside
155,-80.19,26.73,Palm Beach
156,-119.1895,48.6419,Okanogan
157,-93.2442,34.0656,Clark
158,-81.67888997,33.65749999,Aiken
159,-120.9930556,39.16694444,Nevada
160,-88.0314,31.1367,Mobile
161,-84.64999997,36.055,Morgan
162,-105.3747,44.6061,Campbell
163,-81.63611,26.09333,Collier
164,-81.9825,27.10389,DeSoto
165,-82.8056,38.5478,Greenup
166,-83.22164,37.22086001,Perry
167,-75.2097,42.279,Delaware
168,-97.67093,30.39478,Travis
169,-80.39,25.51,Miami-Dade
170,-82.33,30.48,Baker
171,-80.81666997,33.88334,Richland
172,-88.6692,31.6192,Wayne
173,-81.19,28.28,Osceola
174,-95.015,38.234444,Linn
175,-105.15254,38.41243,Fremont
176,-101.5883,30.36127,Crockett
177,-76.39,40.7575,Schuylkill
178,-97.98680305,43.56136186,Davison
179,-82.70496,35.25853,Transylvania
180,-87.83,42.4,Lake
181,-93.98161492,30.58679752,Jasper
182,-91.21146,46.10014,Sawyer
183,-86.69997,33.48165,Jefferson
184,-99.688568,32.692843,Jones
185,-87.6558,33.3544,Tuscaloosa
186,-105.8416667,36.11472222,Rio Arriba
187,-97.24089046,33.50236299,Cooke
188,-74.377124,44.466969,Franklin
189,-84.3492,37.3747,Rockcastle
190,-80.75157997,32.42908002,Beaufort
191,-78.5883,35.7017,Wake
192,-83.137268,37.342911,Perry
193,-82.56306,36.60889,Scott
194,-80.91810998,32.69074998,Hampton
195,-97.1973194,33.5093935,Cooke
196,-81.98,26.92,Charlotte
197,-92.76967,30.98752,Rapides
198,-98.2592,29.3242,Bexar
199,-98.4269,43.1401,Charles Mix
200,-74.44805001,39.55881,Atlantic
201,-88.7678,30.6431,Jackson
202,-98.79339998,43.3497,Charles Mix
203,-84.2986,32.27,Schley
204,-81.95805,26.93917,Charlotte
205,-92.81493,30.97298,Rapides
206,-83.9928,34.0697,Gwinnett
207,-94.6449162,32.5042907,Harrison
208,-68.55042,47.16792,Aroostook
209,-73.0211,40.8301,Suffolk
210,-71.32,42.67,Middlesex
211,-97.56453001,32.89692998,Parker
212,-95.53001394,47.60314008,Clearwater
213,-91.52230001,35.53022997,Independence
214,-124.212296,41.869337,Del Norte
215,-93.60353084,32.85474005,Bossier
216,-80.70677,33.26133,Orangeburg
217,-95.90836,32.51661,Van Zandt
218,-96.378422,31.516362,Limestone
219,-80.3833,35.1833,Stanly
220,-88.38528,30.59655,Mobile
221,-83.3317,38.5986,Lewis
222,-117.24943,33.772019,Riverside
223,-90.870118,31.362689,Franklin
224,-95.61002999,32.42788998,Van Zandt
225,-88.1164,31.1222,Mobile
226,-79.95222,34.445,Darlington
227,-95.5342,34.92,Pittsburg
228,-79.0183,35.0783,Cumberland
229,-93.8722,33.27203002,Miller
230,-83.81197748,32.50506163,Peach
231,-95.30611,32.03528001,Cherokee
232,-95.17575207,47.75485979,Beltrami
233,-89.4103,32.7633,Leake
234,-83.8522,36.9533,Knox
235,-92.53029,33.36512,Calhoun
236,-92.51763,37.29615,Wright
237,-82.69860997,29.61443999,Gilchrist
238,-81.10319,33.55432999,Orangeburg
239,-88.0653,31.1806,Washington
240,-82.1944,28.9819,Marion
241,-80.695,32.9994,Colleton
242,-116.0739,41.1567,Elko
243,-80.5167,34.3667,Kershaw
244,-80.9653,33.4728,Orangeburg
245,-95.58500001,34.37783001,Pushmataha
246,-84.2772,31.8244,Terrell
247,-95.8178,34.7897,Pittsburg
248,-94.997063,31.664194,Cherokee
249,-98.67649,29.04629,Atascosa
250,-82.22509789,31.69696873,Appling
251,-92.44496,34.19406,Grant
252,-121.05123,47.17398,Kittitas
253,-74.494453,41.586317,Sullivan
254,-120.4538889,35.52111111,San Luis Obispo
255,-82.19,30.18,Baker
256,-112.5633,34.873,Yavapai
257,-95.79222,33.78278,Lamar
258,-121.5138889,41.27611111,Siskiyou
259,-82.35788175,38.27526607,Wayne
260,-93.95931714,37.0671731,Lawrence
261,-99.2651,29.8671,Bandera
262,-88.02885,45.57461,Marinette
263,-83.0569,37.9778,Morgan
264,-89.9378,31.6744,Jefferson Davis
265,-96.8337,44.8426,Deuel
266,-146.233067,62.35035,Valdez-Cordova
267,-86.81,30.42,Santa Rosa
268,-81.46,27.64,Highlands
269,-94.6193968,32.3003126,Rusk
270,-88.5583,31.5533,Wayne
271,-84.7414,31.9961,Stewart
272,-81.79345105,38.2912379,Kanawha
273,-83.3944,37.4103,Breathitt
274,-92.9911,32.5342,Bienville
275,-80.39,25.56,Miami-Dade
276,-78.01417,39.68389,Washington
277,-110.9216,31.362,Santa Cruz
278,-86.5953,33.7289,Jefferson
279,-80.9475,34.5269,Fairfield
280,-79.2,35.0167,Hoke
281,-88.3692,30.9611,Mobile
282,-81.9,29.08,Marion
283,-79.1617,35.1917,Moore
284,-81.2083,35.8083,Catawba
285,-91.090845,31.636126,Jefferson
286,-80.91616,33.46681,Orangeburg
287,-82.85,30.04,Suwannee
288,-81.08189,35.18615,Gaston
289,-83.2225,37.1367,Perry
290,-84.09,35.64,Blount
291,-81.9167,31.4122,Wayne
292,-82.992073,37.612148,Magoffin
293,-82.86617,35.11936,Transylvania
294,-92.7411,34.4722,Hot Spring
295,-79.48415,34.47984,Dillon
296,-81.29947665,37.53623059,Wyoming
297,-88.43333333,30.4,Jackson
298,-89.03361111,31.03416667,Perry
299,-92.11815002,34.23487998,Jefferson
300,-96.8315725,28.9099412,Victoria
301,-89.7833,32.7328,Madison
302,-81.6167,33.4667,Aiken
303,-120.2425,48.0072,Chelan
304,-101.690273,35.072973,Randall
305,-96.48163,32.05001,Navarro
306,-98.432779,29.095552,Atascosa
307,-81.89639,26.80889,Charlotte
308,-80.9953,32.7875,Hampton
309,-82.34612,28.31278,Pasco
310,-94.79701999,31.32690998,Angelina
311,-90.8019,35.3483,Cross
312,-100.379333,31.974153,Coke
313,-94.07610998,32.23721999,Panola
314,-158.0775299,21.2987022,Honolulu
315,-79.36945,36.65833,Pittsylvania
316,-79.36508,35.89756,Alamance
317,-93.57824,31.27125,Sabine
318,-81.61666998,33.96667002,Saluda
319,-95.209103,32.275059,Smith
320,-89.584361,32.628148,Leake
321,-86.77055,33.8775,Blount
322,-83.0897,38.5431,Greenup
323,-117.7013889,45.29222222,Union
324,-83.5331566,32.71507841,Twiggs
325,-83.60157626,32.38357635,Houston
326,-88.1522,34.8897,Tishomingo
327,-97.0451609,28.790217,Victoria
328,-95.0302997,31.97264074,Cherokee
329,-98.74855042,40.74725723,Buffalo
330,-86.69417,30.76278,Okaloosa
331,-96.7852845,32.2078274,Ellis
332,-83.5497,32.4069,Houston
333,-97.92555999,44.01318,Sanborn
334,-71.34,42.66,Middlesex
335,-82.2667,35.9167,Yancey
336,-82.28,30.26,Baker
337,-86.40275,33.74303,St. Clair
338,-81.4672,34.0458,Lexington
339,-82.51,28.53750002,Hernando
340,-89.9325,32.7478,Madison
341,-91.8344,36.4433,Fulton
342,-93.54244,35.71346,Johnson
343,-75.8917,35.6883,Dare
344,-86.38614,33.641,St. Clair
345,-94.12132998,35.32367998,Sebastian
346,-74.146631,42.375808,Greene
347,-81.2733,34.0044,Lexington
348,-94.54806002,32.33999998,Rusk
349,-94.221497,33.127063,Cass
350,-80.03833001,34.57943997,Chesterfield
351,-80.40361997,34.80978998,Chesterfield
352,-95.77083999,30.28499999,Montgomery
353,-83.0117,37.4336,Knott
354,-81.77138999,26.75389,Lee
355,-103.4470978,41.82199097,Scotts Bluff
356,-99.428397,32.339738,Callahan
357,-92.32,38.09,Miller
358,-78.01262998,34.23684999,Brunswick
359,-102.1191,44.98749999,Meade
360,-97.25338,33.24041,Denton
361,-86.50106,32.80204,Chilton
362,-85.23256698,34.06277988,Polk
363,-116.9580556,33.76388888,Riverside
364,-95.251465,30.857732,San Jacinto
365,-81.12024,32.54688,Jasper
366,-83.53132543,32.71670847,Twiggs
367,-85.9217,33.1267,Clay
368,-86.5442,32.1458,Lowndes
369,-81.82152982,33.16597037,Burke
370,-116.6050951,46.52412296,Nez Perce
371,-84.8222,34.6186,Murray
372,-94.0277,33.1769,Miller
373,-80.41,25.6,Miami-Dade
374,-92.97003,30.72463,Allen
375,-93.44752997,33.90299001,Nevada
376,-81.95444001,34.46416998,Laurens
377,-82.54833,29.32611,Levy
378,-97.98757553,43.82040886,Davison
379,-96.33284281,48.37876329,Marshall
380,-90.77571,30.79052,St. Helena
381,-98.99644,28.89412,Frio
382,-72.4542676,42.0327573,Tolland
383,-88.4608,30.9836,George
384,-81.8,30.5,Nassau
385,-97.11285,42.64098,Cedar
386,-84.9931,32.2617,Russell
387,-78.8333,37.3333,Appomattox
388,-91.77,37.96,Phelps
389,-101.0713,35.53757,Gray
390,-92.22494,31.54472,LaSalle
391,-77.6667,35.3,Lenoir
392,-93.75625,30.95625,Newton
393,-88.508569,30.549811,Jackson
394,-79.06799,35.85633,Chatham
395,-96.374645,31.983802,Navarro
396,-96.288128,31.602409,Freestone
397,-85.7892,32.5303,Macon
398,-97.15959,31.56523999,McLennan
399,-106.9391025,44.76128004,Sheridan
400,-117.0432,42.8449,Malheur
401,-89.860746,31.962648,Simpson
402,-95.08957998,33.46040998,Red River
403,-94.89667,30.85,Polk
404,-95.69360998,32.11054997,Henderson
405,-102.4387512,42.61210632,Sheridan
406,-107.3291667,37.34277778,Archuleta
407,-75.42,38.75,Sussex
408,-90.78055728,30.71073471,St. Helena
409,-91.41999999,36.13666001,Sharp
410,-93.8,38.85,Johnson
411,-94.40625,32.42708,Harrison
412,-83.9306,34.1556,Hall
413,-121.5619444,41.10611111,Shasta
414,-84.9274357,30.94185642,Seminole
415,-94.84999999,32.56666999,Gregg
416,-88.793104,30.536777,Jackson
417,-115.1875,46.7175,Clearwater
418,-92.21371,31.71236,LaSalle
419,-82.6,35.8833,Madison
420,-79.02846,34.6525,Robeson
421,-86.0539,33.4044,Talladega
422,-82.6833,35.1333,Transylvania
423,-92.51015,39.74508,Macon
424,-82.24333,28.73333,Citrus
425,-89.915,32.0633,Rankin
426,-88.3686,30.4361,Mobile
427,-82.6860414,33.29265848,Warren
428,-74.982933,41.583713,Sullivan
429,-96.324027,30.590877,Brazos
430,-80.39528,25.50528,Miami-Dade
431,-83.44175924,32.32117665,Pulaski
432,-88.300891,30.610892,Mobile
433,-92.96178,35.13637,Conway
434,-94.06042001,32.77290998,Marion
435,-94.880333,33.187272,Titus
436,-96.408,36.4197,Osage
437,-85.6,30.17,Bay
438,-88.855,36.045,Gibson
439,-94.98125,32.33125002,Rusk
440,-89.563431,32.571749,Scott
441,-84.7283,35.4283,McMinn
442,-89.2264,31.6333,Jones
443,-81.615,31.5322,McIntosh
444,-92.1503,32.0075,Caldwell
445,-80.50221999,25.52806,Miami-Dade
446,-89.521664,33.271415,Attala
447,-93.92265471,37.52836642,Dade
448,-80.6,36.1333,Yadkin
449,-90.6,38.72,St. Charles
450,-96.7769,43.3641,Lincoln
451,-117.1311111,33.34388888,San Diego
452,-80.48332999,27.63332999,Indian River
453,-98.91721,29.20399,Medina
454,-98.1107,43.1133,Charles Mix
455,-96.469,32.02102,Navarro
456,-74.97090811,42.23123643,Delaware
457,-93.0528,34.6186,Garland
458,-85.64083333,33.65,Calhoun
459,-121.394722,39.261389,Yuba
460,-94.0006,33.2833,Miller
461,-86.42169,33.4807,Shelby
462,-75.39,38.82,Sussex
463,-74.95,40.6227,Hunterdon
464,-93.59424213,32.94224863,Bossier
465,-92.9906,32.4906,Bienville
466,-70.66409001,43.69580002,York
467,-158.0237732,21.4003906,Honolulu
468,-74.42655,43.568999,Hamilton
469,-98.5729,29.02185,Atascosa
470,-85.3309141,33.78617702,Haralson
471,-82.7667,35.7667,Madison
472,-85.6883,32.8217,Tallapoosa
473,-81.57332998,29.76027999,Putnam
474,-84.14588762,31.98853667,Sumter
475,-76.1326,43.2855,Oswego
476,-95.46217,34.985,Latimer
477,-95.8974443,30.4971422,Grimes
478,-74.382,40.5396,Middlesex
479,-83.0194,37.8478,Magoffin
480,-82.3667,35.3,Henderson
481,-81.4033,37.2722,Tazewell
482,-78.9,34.3833,Columbus
483,-91.8606,32.4583,Richland
484,-75.66279,42.174213,Broome
485,-98.73394,34.06238,Wichita
486,-83.67878,37.54249001,Lee
487,-94.3256,33.6722,Little River
488,-103.6133,44.47065997,Lawrence
489,-84.75000002,35.94999999,Cumberland
490,-78.75,34.5833,Bladen
491,-87.766274,34.30337,Marion
492,-80.33,27.04,Martin
493,-87.6908,30.6842,Baldwin
494,-96.46030559,30.64239259,Brazos
495,-81.62,26.52,Lee
496,-99.10904,32.75845997,Shackelford
497,-102.598216,37.07249917,Baca
498,-84.7567,34.1214,Bartow
499,-71.2771151,43.8569255,Carroll
500,-122.0186111,44.89638889,Clackamas
501,-96.4006647,32.6471448,Kaufman
502,-89.926268,31.609578,Jefferson Davis
503,-118.1637,48.8179,Stevens
504,-88.1217,35.7883,Decatur
505,-88.8608,32.0839,Clarke
506,-78.62,38.08,Albemarle
507,-119.68,37.19305555,Madera
508,-89.5078,31.2211,Lamar
509,-77.6317,35.2017,Lenoir
510,-92.2436,34.1183,Grant
511,-72.400553,42.7874039,Cheshire
512,-94.57471998,32.92138998,Cass
513,-83.4869,32.7156,Twiggs
514,-95.0777356,30.3479026,Liberty
515,-92.8942,34.4533,Hot Spring
516,-98.891437,26.380259,Starr
517,-88.659034,34.068289,Monroe
518,-95.23153,30.77841999,San Jacinto
519,-119.6369444,36.61305555,Fresno
520,-94.04096998,35.49569998,Franklin
521,-97.696481,31.423793,Coryell
522,-97.12532998,31.56415002,McLennan
523,-79.36306998,34.60043997,Robeson
524,-101.8223,43.2843,Bennett
525,-82.20259876,33.66083755,Columbia
526,-88.6058,32.7322,Kemper
527,-88.9261,31.6656,Wayne
528,-119.6866,47.9632,Douglas
529,-88.0828,31.1222,Mobile
530,-116.5661111,32.62194444,San Diego
531,-117.91999,48.6607,Stevens
532,-80.2,36.4,Stokes
533,-91.0086,31.0947,Amite
534,-83.39103,37.72871,Wolfe
535,-65.417709,18.119322,Vieques
536,-80.614666,25.748498,Miami-Dade
537,-73.9507,41.0385,Rockland
538,-82.54999998,34.45000002,Anderson
539,-72.57,42.46,Franklin
540,-80.3833,34.4,Kershaw
541,-71.7299471,43.6190262,Grafton
542,-81.6931,31.8408,Liberty
543,-89.377866,31.902564,Smith
544,-88.7597,32.4194,Lauderdale
545,-122.3380556,39.95111111,Tehama
546,-93.9103,33.4383,Miller
547,-106.6339,36.91917,Rio Arriba
548,-85.3394,32.3019,Russell
549,-81.32,27.26,Highlands
550,-80.41583,25.44778,Miami-Dade
551,-92.48650002,34.65432998,Saline
552,-83.1263568,30.67151248,Echols
553,-88.6675,30.5828,Jackson
554,-79.145,35.0417,Hoke
555,-75.803041,42.089004,Broome
556,-96.6824,44.8579,Deuel
557,-86.2631,33.3936,Talladega
558,-122.2861111,41.36388888,Siskiyou
559,-80.96046001,33.49856999,Orangeburg
560,-84.74576618,34.07897242,Paulding
561,-78.22499,34.28392,Columbus
562,-65.417709,18.119322,Vieques
563,-95.55542302,48.36776884,Beltrami
564,-122.452083,41.888583,Siskiyou
565,-100.06,48.5,Pierce
566,-155,61.52,Bethel
567,-123.3183333,40.91805556,Trinity
568,-89.6253,32.7183,Leake
569,-97.45211792,40.41400528,Fillmore
570,-83.02032999,36.61933998,Lee
571,-95.30950001,34.67417001,Pushmataha
572,-81.984067,39.961818,Muskingum
573,-86.97,30.59,Santa Rosa
574,-83.42458073,32.09825542,Wilcox
575,-80.50000001,27.66666999,Indian River
576,-74.86667,39.74167,Camden
577,-97.4936127,33.0306047,Wise
578,-81.4328,31.7036,Liberty
579,-98.5,45,Spink
580,-91.812,36.46166001,Fulton
581,-92.98588,37.0219,Christian
582,-92.8676,37.77222,Dallas
583,-81.8,26.5,Lee
584,-92.7808,34.5342,Saline
585,-97.111416,31.936324,Hill
586,-83.12,29.53,Dixie
587,-89.7636,32.6311,Madison
588,-110.9228,44.1728,Teton
589,-77.7817,36.1517,Halifax
590,-95.77226594,47.04406564,Becker
591,-97.368178,33.525869,Cooke
592,-85.9817,33.52,Talladega
593,-92.78519,32.5634,Lincoln
594,-90.0406,33.9708,Tallahatchie
595,-86.88671,37.38761,Ohio
596,-92.16384999,34.36482002,Jefferson
597,-83.62934596,33.00478732,Jones
598,-111.193149,39.750719,Carbon
599,-83.38395,37.15859999,Leslie
600,-77.26027,41.93451,Tioga
601,-94.35100306,46.3385529,Cass
602,-81.72653478,37.80706132,Logan
603,-82.66556,29.28028,Levy
604,-98.43574476,34.02970105,Wichita
605,-95.38471999,32.13506001,Cherokee
606,-74.994562,43.836011,Herkimer
607,-105.1675,36.91000001,Colfax
608,-88.7614,32.7133,Kemper
609,-80.81583002,28.28667,Brevard
610,-101.9057,43.34972002,Bennett
611,-86.42087,33.55336,St. Clair
612,-92.05646,38.67519,Callaway
613,-75.8617,35.745,Dare
614,-88.99416667,30.68833333,Stone
615,-82.3617,28.2811,Pasco
616,-81.38,26.32,Collier
617,-111.84239,41.54645,Cache
618,-99.474991,37.418026,Kiowa
619,-84.0428,37.6367,Estill
620,-77.9183,35.2983,Wayne
621,-94.70624998,32.21457999,Rusk
622,-94.9125781,31.2358967,Trinity
623,-82.1185,30.8981,Charlton
624,-89.1867,35.555,Haywood
625,-94.05613,35.46165,Crawford
626,-79.36666997,34.14999998,Marion
627,-88.0128,33.9444,Lamar
628,-88.4894,33.2664,Noxubee
629,-79.0975,37.30639,Campbell
630,-81.95666999,26.73444998,Lee
631,-79.095,35.3017,Harnett
632,-94.972354,33.022194,Camp
633,-80.9111,33.1906,Bamberg
634,-91.19913584,30.93834884,West Feliciana
635,-79.4333,34.6667,Scotland
636,-103.396,45.58508,Harding
637,-118.6079164,34.44220572,Los Angeles
638,-80.62582997,28.03749999,Brevard
639,-79.60515999,37.37017002,Bedford
640,-84.6739,34.1214,Bartow
641,-101.7843781,41.26541901,Keith
642,-88.628979,30.883025,George
643,-92.70268,34.20191,Hot Spring
644,-80.96385997,33.76493998,Lexington
645,-98.42368002,28.92916,Atascosa
646,-96.74722387,33.36218057,Collin
647,-103.32167,44.23488,Meade
648,-85.34369874,34.0518203,Polk
649,-76.57417,39.88472,York
650,-96.474209,32.035159,Navarro
651,-83.68613119,31.21620765,Colquitt
652,-97.60315002,43.75714998,McCook
653,-80.27417001,26.69943997,Palm Beach
654,-79.33779999,34.83109999,Robeson
655,-75.12083,39.6,Salem
656,-82.19555997,35.05805999,Spartanburg
657,-100.6895,34.70331,Hall
658,-74.87917,39.82083,Burlington
659,-81.92528713,31.68235528,Wayne
660,-86.03423,33.00997,Coosa
661,-93.57551001,35.43058001,Johnson
662,-123.6962,41.1693,Humboldt
663,-103.679,45.4947,Harding
664,-78.78909,34.97763,Cumberland
665,-114.81757,48.09445,Flathead
666,-84.82942319,34.05788596,Paulding
667,-97.353721,31.2938984,McLennan
668,-78.025,35.2417,Wayne
669,-102.3707,43.33562,Shannon
670,-94.3636,35.0156,Sebastian
671,-87.2239,33.7531,Walker
672,-82.59278001,29.40749999,Levy
673,-116.82,32.85694444,San Diego
674,-74.126165,44.016904,Essex
675,-82.9028,38.2797,Carter
676,-85.732506,33.913191,Calhoun
677,-85.4381,33.7928,Cleburne
678,-93.335,36.1203,Newton
679,-81.04,28.5,Orange
680,-80.66196,33.81113,Richland
681,-97.55334,43.75715,McCook
682,-100.7414,34.46860998,Hall
683,-105.2703,35.93528001,Mora
684,-96.36203,32.15905,Navarro
685,-96.98179403,28.24613175,Aransas
686,-90.1775,31.2864,Walthall
687,-89.9419,33.8919,Tallahatchie
688,-84.8028,34.8242,Murray
689,-88.35166999,35.50833998,Henderson
690,-80.6833,34.6167,Lancaster
691,-87.4217,35.2767,Lawrence
692,-116.673889,33.249444,San Diego
693,-86.1892,32.7175,Elmore
694,-95.69,30.74,Walker
695,-92.66935,34.46497,Saline
696,-92.08488744,38.95345,Callaway
697,-77.6333,34.6667,Onslow
698,-81.2983,35.245,Gaston
699,-95.20364993,47.63526196,Clearwater
700,-86.43305002,30.75444001,Okaloosa
701,-94.21027998,32.91888997,Cass
702,-81.8117,34.4081,Laurens
703,-83.41111111,34.60111111,Habersham
704,-74.67416,40.52,Somerset
705,-92.8822,34.0997,Dallas
706,-85.33306751,34.55335383,Chattooga
707,-115.5683333,48.86833333,Lincoln
708,-82.9422,39.03083,Pike
709,-89.1089,33.1447,Winston
710,-94.1375,34.46916667,Polk
711,-89.241141,30.553426,Harrison
712,-96.490207,33.573168,Grayson
713,-80.46801,36.14452,Yadkin
714,-95.43783,30.16464,Montgomery
715,-84.8842,34.6014,Gordon
716,-88.1497,30.8881,Mobile
717,-88.2669,30.5817,Mobile
718,-95.58308979,34.85782843,Pittsburg
719,-88.46000002,35.57167001,Henderson
720,-74.12229435,43.28790151,Saratoga
721,-95.1405185,32.2924483,Smith
722,-98.3223114,42.7998085,Boyd
723,-96.8099439,48.88360149,Kittson
724,-79.65511,35.03239,Richmond
725,-78.2667,34.2833,Columbus
726,-102.003,34.53049,Castro
727,-110.835,39.92527778,Duchesne
728,-81.0789,33.9497,Lexington
729,-86.695168,37.083302,Butler
730,-94.39999999,32.43332999,Harrison
731,-90.78472,30.91961,St. Helena
732,-95.06873998,32.08528999,Cherokee
733,-78.98504299,42.08167962,Cattaraugus
734,-80.3356,26.8167,Palm Beach
735,-74.260007,43.1248,Fulton
736,-79.02425,34.73361,Robeson
737,-90.584151,31.506716,Lincoln
738,-95.22778001,30.11083001,Montgomery
739,-88.7056,30.9264,George
740,-80.4883,25.6786,Miami-Dade
741,-93.1479,33.42032,Columbia
742,-96.47157,32.05154,Navarro
743,-88.6061,32.8672,Kemper
744,-89.762337,31.580756,Jefferson Davis
745,-88.473782,34.844967,Alcorn
746,-83.49034781,32.87338448,Jones
747,-94.61041,30.21875002,Hardin
748,-93.9531,34.2603,Howard
749,-90.4206,31.6606,Lincoln
750,-83.5069444,39.2227778,Highland
